Timestamp,Student ID,Class,Topic,Profile,Question,AI Response,Notes,Satisfaction (1-5),Difficulty (1-5),GPS Step (Truth),Auto Label,Student Hash,Thinking Time (minutes),Session ID
15/03/2026 18:15:00,HS_183,11A2,Xác suất cổ điển,Impatient,Có 7 cặp. Vậy xác suất là 7/36 ạ?,[S] Đáp án chính xác! $P(A) = 7/36$. Em đã liệt kê rất cẩn thận và không bỏ sót trường hợp nào.,Session: SES_b6ca8c | Flow: Impatient,3,3,S,S,57f7b5617300d704093ada37cca29335f21ec2b078db29dfa6483bd15f9ebd01,2.85,SES_b6ca8c
10/04/2026 08:07:00,HS_141,11A2,Quy tắc nhân xác suất,Impatient,"Cho em xin đáp án bài này luôn đi thầy, em đang vội.",[G] Thầy không cho đáp án trực tiếp đâu nhé. Em hãy thử đọc đề và cho thầy biết: thứ tự chọn ở đây có quan trọng không?,Session: SES_dfc56d | Flow: Impatient,3,4,G,G,ac2bbb7713b2453113e628925542e545b8d64a7cddb51f223e724ad9ca412568,3.79,SES_dfc56d
10/04/2026 08:13:00,HS_141,11A2,Quy tắc nhân xác suất,Impatient,"Làm sao để biết khi nào dùng cộng, khi nào dùng nhân ạ?","[G] Khi các hành động xảy ra độc lập và liên tiếp (A bắn VÀ B bắn) thì ta dùng quy tắc nhân. Nếu chia các kịch bản riêng biệt thì dùng quy tắc cộng. Ở bài này, 'đúng 1 người trúng' có những kịch bản nào?",Session: SES_dfc56d | Flow: Impatient,4,4,G,G,ac2bbb7713b2453113e628925542e545b8d64a7cddb51f223e724ad9ca412568,3.12,SES_dfc56d
10/04/2026 08:19:00,HS_141,11A2,Quy tắc nhân xác suất,Impatient,"Có 2 kịch bản: (A trúng, B trượt) và (A trượt, B trúng). Phải không thầy?",[P] Đúng rồi! Em tính xác suất cho từng kịch bản đó đi. Nhớ rằng $P(	ext{trượt}) = 1 - P(	ext{trúng})$.,Session: SES_dfc56d | Flow: Impatient,3,3,P,P,ac2bbb7713b2453113e628925542e545b8d64a7cddb51f223e724ad9ca412568,3.74,SES_dfc56d
10/04/2026 08:24:00,HS_141,11A2,Quy tắc nhân xác suất,Impatient,Em cộng lại ra 0.38. Đúng chưa thầy?,[S] Rất giỏi! Xác suất đúng 1 người trúng là $0.24 + 0.14 = 0.38$. Em đã áp dụng đúng cả quy tắc nhân và quy tắc cộng.,Session: SES_dfc56d | Flow: Impatient,3,5,S,S,ac2bbb7713b2453113e628925542e545b8d64a7cddb51f223e724ad9ca412568,3.26,SES_dfc56d
30/03/2026 13:15:00,HS_134,11A2,Tổ hợp - Chỉnh hợp,Impatient,"Cho em xin đáp án bài này luôn đi thầy, em đang vội.",[G] Thầy không cho đáp án trực tiếp đâu nhé. Em hãy thử đọc đề và cho thầy biết: thứ tự chọn ở đây có quan trọng không?,Session: SES_b2ea0e | Flow: Impatient,2,2,G,G,0a6f6881c4cda080ef16dfe6db73692c661ab75d5782b1c32b44526603b773a5,2.67,SES_b2ea0e
30/03/2026 13:19:00,HS_134,11A2,Tổ hợp - Chỉnh hợp,Impatient,Em nên dùng tổ hợp hay chỉnh hợp cho bài này?,"[G] Bài này chọn 3 bạn mà không phân chia chức vụ cụ thể, vậy thứ tự có quan trọng không? Nếu không, em dùng $C$ hay $A$?",Session: SES_b2ea0e | Flow: Impatient,3,2,G,G,0a6f6881c4cda080ef16dfe6db73692c661ab75d5782b1c32b44526603b773a5,2.48,SES_b2ea0e
30/03/2026 13:23:00,HS_134,11A2,Tổ hợp - Chỉnh hợp,Impatient,"Em tính được |Ω| = C(40,3) = 9880. Bước tiếp theo là gì?",[P] Đúng rồi. Bây giờ tính số cách chọn 3 bạn nam từ 18 bạn nam để làm biến cố đối $\bar{A}$. Bước này dùng công thức nào?,Session: SES_b2ea0e | Flow: Impatient,3,1,P,P,0a6f6881c4cda080ef16dfe6db73692c661ab75d5782b1c32b44526603b773a5,3.85,SES_b2ea0e
30/03/2026 13:29:00,HS_134,11A2,Tổ hợp - Chỉnh hợp,Impatient,"Xác suất là 1 - C(18,3)/C(40,3) = 1 - 816/9880 ≈ 0.917. Đúng chưa thầy?",[S] Tuyệt vời! Kết quả $P \approx 0.917$ là hoàn toàn chính xác. Em đã nắm vững phương pháp dùng biến cố đối!,Session: SES_b2ea0e | Flow: Impatient,3,1,S,S,0a6f6881c4cda080ef16dfe6db73692c661ab75d5782b1c32b44526603b773a5,1.07,SES_b2ea0e
30/03/2026 13:32:00,HS_134,11A2,Tổ hợp - Chỉnh hợp,Impatient,Tại sao dùng biến cố đối lại nhanh hơn liệt kê ạ?,"[S] Bởi vì nếu liệt kê, em phải chia 3 trường hợp: 1 nữ 2 nam, 2 nữ 1 nam, và 3 nữ. Dùng biến cố đối chỉ cần tính 1 trường hợp duy nhất rồi lấy phần bù.",Session: SES_b2ea0e | Flow: Impatient | Reflection,3,1,S,S,0a6f6881c4cda080ef16dfe6db73692c661ab75d5782b1c32b44526603b773a5,1.07,SES_b2ea0e
27/03/2026 11:32:00,HS_107,11A1,Tổ hợp - Chỉnh hợp,Struggler,Em nên dùng tổ hợp hay chỉnh hợp cho bài này?,"[G] Bài này chọn 3 bạn mà không phân chia chức vụ cụ thể, vậy thứ tự có quan trọng không? Nếu không, em dùng $C$ hay $A$?",Session: SES_ca696c | Flow: Struggler,3,3,G,G,95d8c063f81fdbd498a781f9606727f1d0df2a9f724aad82f391f211e30ce64f,5.32,SES_ca696c
27/03/2026 11:39:00,HS_107,11A1,Tổ hợp - Chỉnh hợp,Struggler,Quy tắc ít nhất làm thế nào thầy?,"[G] Với bài toán 'có ít nhất', ta thường dùng biến cố đối. Nếu không có ít nhất 1 nữ, thì 3 bạn được chọn phải như thế nào?",Session: SES_ca696c | Flow: Struggler,4,2,G,G,95d8c063f81fdbd498a781f9606727f1d0df2a9f724aad82f391f211e30ce64f,6.25,SES_ca696c
27/03/2026 11:48:00,HS_107,11A1,Tổ hợp - Chỉnh hợp,Struggler,"Em tính được |Ω| = C(40,3) = 9880. Bước tiếp theo là gì?",[P] Đúng rồi. Bây giờ tính số cách chọn 3 bạn nam từ 18 bạn nam để làm biến cố đối $\bar{A}$. Bước này dùng công thức nào?,Session: SES_ca696c | Flow: Struggler,3,1,P,P,95d8c063f81fdbd498a781f9606727f1d0df2a9f724aad82f391f211e30ce64f,9.74,SES_ca696c
27/03/2026 12:00:00,HS_107,11A1,Tổ hợp - Chỉnh hợp,Struggler,"Số cách chọn nam là C(18,3) phải không thầy?",[P] Chính xác! Em tính ra số cụ thể rồi lấy 1 trừ đi xác suất của $\bar{A}$ là ra kết quả.,Session: SES_ca696c | Flow: Struggler,3,3,P,P,95d8c063f81fdbd498a781f9606727f1d0df2a9f724aad82f391f211e30ce64f,9.11,SES_ca696c
27/03/2026 12:12:00,HS_107,11A1,Tổ hợp - Chỉnh hợp,Struggler,Quy tắc ít nhất làm thế nào thầy?,"[G] Với bài toán 'có ít nhất', ta thường dùng biến cố đối. Nếu không có ít nhất 1 nữ, thì 3 bạn được chọn phải như thế nào?",Session: SES_ca696c | Flow: Struggler,3,2,G,G,95d8c063f81fdbd498a781f9606727f1d0df2a9f724aad82f391f211e30ce64f,6.89,SES_ca696c
27/03/2026 12:21:00,HS_107,11A1,Tổ hợp - Chỉnh hợp,Struggler,"Số cách chọn nam là C(18,3) phải không thầy?",[P] Chính xác! Em tính ra số cụ thể rồi lấy 1 trừ đi xác suất của $\bar{A}$ là ra kết quả.,Session: SES_ca696c | Flow: Struggler,3,3,P,P,95d8c063f81fdbd498a781f9606727f1d0df2a9f724aad82f391f211e30ce64f,5.57,SES_ca696c
27/03/2026 12:29:00,HS_107,11A1,Tổ hợp - Chỉnh hợp,Struggler,"Xác suất là 1 - C(18,3)/C(40,3) = 1 - 816/9880 ≈ 0.917. Đúng chưa thầy?",[S] Tuyệt vời! Kết quả $P \approx 0.917$ là hoàn toàn chính xác. Em đã nắm vững phương pháp dùng biến cố đối!,Session: SES_ca696c | Flow: Struggler,4,3,S,S,95d8c063f81fdbd498a781f9606727f1d0df2a9f724aad82f391f211e30ce64f,6.83,SES_ca696c
27/03/2026 12:38:00,HS_107,11A1,Tổ hợp - Chỉnh hợp,Struggler,Tại sao dùng biến cố đối lại nhanh hơn liệt kê ạ?,"[S] Bởi vì nếu liệt kê, em phải chia 3 trường hợp: 1 nữ 2 nam, 2 nữ 1 nam, và 3 nữ. Dùng biến cố đối chỉ cần tính 1 trường hợp duy nhất rồi lấy phần bù.",Session: SES_ca696c | Flow: Struggler | Reflection,4,3,S,S,95d8c063f81fdbd498a781f9606727f1d0df2a9f724aad82f391f211e30ce64f,6.83,SES_ca696c
09/04/2026 11:03:00,HS_106,11B2,Quy tắc nhân xác suất,Disciplined,"Làm sao để biết khi nào dùng cộng, khi nào dùng nhân ạ?","[G] Khi các hành động xảy ra độc lập và liên tiếp (A bắn VÀ B bắn) thì ta dùng quy tắc nhân. Nếu chia các kịch bản riêng biệt thì dùng quy tắc cộng. Ở bài này, 'đúng 1 người trúng' có những kịch bản nào?",Session: SES_849e87 | Flow: Disciplined,5,5,G,G,a09ad6a73c5ad8bd622ce91742bd8cd648dc37a634822b0ce6d2dbc01a7b06b8,3.86,SES_849e87
09/04/2026 11:07:00,HS_106,11B2,Quy tắc nhân xác suất,Disciplined,"Có 2 kịch bản: (A trúng, B trượt) và (A trượt, B trúng). Phải không thầy?",[P] Đúng rồi! Em tính xác suất cho từng kịch bản đó đi. Nhớ rằng $P(	ext{trượt}) = 1 - P(	ext{trúng})$.,Session: SES_849e87 | Flow: Disciplined,5,3,P,P,a09ad6a73c5ad8bd622ce91742bd8cd648dc37a634822b0ce6d2dbc01a7b06b8,3.19,SES_849e87
09/04/2026 11:13:00,HS_106,11B2,Quy tắc nhân xác suất,Disciplined,Em cộng lại ra 0.38. Đúng chưa thầy?,[S] Rất giỏi! Xác suất đúng 1 người trúng là $0.24 + 0.14 = 0.38$. Em đã áp dụng đúng cả quy tắc nhân và quy tắc cộng.,Session: SES_849e87 | Flow: Disciplined,5,3,S,S,a09ad6a73c5ad8bd622ce91742bd8cd648dc37a634822b0ce6d2dbc01a7b06b8,4.84,SES_849e87
20/03/2026 12:02:00,HS_200,11B1,Xác suất cổ điển,Gifted,Bài này không gian mẫu là 12 hay 36 ạ?,"[G] Mỗi con xúc sắc có 6 mặt, khi gieo 2 con thì mỗi khả năng của con thứ nhất đi kèm với 6 khả năng của con thứ hai. Vậy $|\Omega| = 6 	imes 6$ hay $6+6$?",Session: SES_ab07f9 | Flow: Gifted,5,2,G,G,4d183199b78ea66fedd5c08a6ab8986c2114fc719555f83cb5a9228585055ed6,2.57,SES_ab07f9
20/03/2026 12:06:00,HS_200,11B1,Xác suất cổ điển,Gifted,Có 7 cặp. Vậy xác suất là 7/36 ạ?,[S] Đáp án chính xác! $P(A) = 7/36$. Em đã liệt kê rất cẩn thận và không bỏ sót trường hợp nào.,Session: SES_ab07f9 | Flow: Gifted,5,2,S,S,4d183199b78ea66fedd5c08a6ab8986c2114fc719555f83cb5a9228585055ed6,1.43,SES_ab07f9
22/03/2026 17:27:00,HS_192,11B2,Quy tắc nhân xác suất,Disciplined,"Làm sao để biết khi nào dùng cộng, khi nào dùng nhân ạ?","[G] Khi các hành động xảy ra độc lập và liên tiếp (A bắn VÀ B bắn) thì ta dùng quy tắc nhân. Nếu chia các kịch bản riêng biệt thì dùng quy tắc cộng. Ở bài này, 'đúng 1 người trúng' có những kịch bản nào?",Session: SES_0a39dc | Flow: Disciplined,5,5,G,G,2d335589158e088b5a0a145a87a2c377ec78717710c3dbb42a9bd0f8dd0b95bf,2.41,SES_0a39dc
22/03/2026 17:30:00,HS_192,11B2,Quy tắc nhân xác suất,Disciplined,"Có 2 kịch bản: (A trúng, B trượt) và (A trượt, B trúng). Phải không thầy?",[P] Đúng rồi! Em tính xác suất cho từng kịch bản đó đi. Nhớ rằng $P(	ext{trượt}) = 1 - P(	ext{trúng})$.,Session: SES_0a39dc | Flow: Disciplined,4,5,P,P,2d335589158e088b5a0a145a87a2c377ec78717710c3dbb42a9bd0f8dd0b95bf,4.95,SES_0a39dc
22/03/2026 17:36:00,HS_192,11B2,Quy tắc nhân xác suất,Disciplined,Em cộng lại ra 0.38. Đúng chưa thầy?,[S] Rất giỏi! Xác suất đúng 1 người trúng là $0.24 + 0.14 = 0.38$. Em đã áp dụng đúng cả quy tắc nhân và quy tắc cộng.,Session: SES_0a39dc | Flow: Disciplined,5,3,S,S,2d335589158e088b5a0a145a87a2c377ec78717710c3dbb42a9bd0f8dd0b95bf,3.87,SES_0a39dc
16/03/2026 16:30:00,HS_147,11A1,Tổ hợp - Chỉnh hợp,Struggler,Em nên dùng tổ hợp hay chỉnh hợp cho bài này?,"[G] Bài này chọn 3 bạn mà không phân chia chức vụ cụ thể, vậy thứ tự có quan trọng không? Nếu không, em dùng $C$ hay $A$?",Session: SES_8129f4 | Flow: Struggler,4,1,G,G,1d4198a8f177bdacff4d8948ef571821d2a62eb327f01943843d940e9c0f3906,11.68,SES_8129f4
16/03/2026 16:42:00,HS_147,11A1,Tổ hợp - Chỉnh hợp,Struggler,Quy tắc ít nhất làm thế nào thầy?,"[G] Với bài toán 'có ít nhất', ta thường dùng biến cố đối. Nếu không có ít nhất 1 nữ, thì 3 bạn được chọn phải như thế nào?",Session: SES_8129f4 | Flow: Struggler,4,2,G,G,1d4198a8f177bdacff4d8948ef571821d2a62eb327f01943843d940e9c0f3906,6.47,SES_8129f4
16/03/2026 16:49:00,HS_147,11A1,Tổ hợp - Chỉnh hợp,Struggler,"Em tính được |Ω| = C(40,3) = 9880. Bước tiếp theo là gì?",[P] Đúng rồi. Bây giờ tính số cách chọn 3 bạn nam từ 18 bạn nam để làm biến cố đối $\bar{A}$. Bước này dùng công thức nào?,Session: SES_8129f4 | Flow: Struggler,3,2,P,P,1d4198a8f177bdacff4d8948ef571821d2a62eb327f01943843d940e9c0f3906,6.51,SES_8129f4
16/03/2026 16:57:00,HS_147,11A1,Tổ hợp - Chỉnh hợp,Struggler,"Số cách chọn nam là C(18,3) phải không thầy?",[P] Chính xác! Em tính ra số cụ thể rồi lấy 1 trừ đi xác suất của $\bar{A}$ là ra kết quả.,Session: SES_8129f4 | Flow: Struggler,3,1,P,P,1d4198a8f177bdacff4d8948ef571821d2a62eb327f01943843d940e9c0f3906,9.59,SES_8129f4
16/03/2026 17:09:00,HS_147,11A1,Tổ hợp - Chỉnh hợp,Struggler,Quy tắc ít nhất làm thế nào thầy?,"[G] Với bài toán 'có ít nhất', ta thường dùng biến cố đối. Nếu không có ít nhất 1 nữ, thì 3 bạn được chọn phải như thế nào?",Session: SES_8129f4 | Flow: Struggler,3,3,G,G,1d4198a8f177bdacff4d8948ef571821d2a62eb327f01943843d940e9c0f3906,10.81,SES_8129f4
16/03/2026 17:20:00,HS_147,11A1,Tổ hợp - Chỉnh hợp,Struggler,"Số cách chọn nam là C(18,3) phải không thầy?",[P] Chính xác! Em tính ra số cụ thể rồi lấy 1 trừ đi xác suất của $\bar{A}$ là ra kết quả.,Session: SES_8129f4 | Flow: Struggler,3,3,P,P,1d4198a8f177bdacff4d8948ef571821d2a62eb327f01943843d940e9c0f3906,5.6,SES_8129f4
16/03/2026 17:27:00,HS_147,11A1,Tổ hợp - Chỉnh hợp,Struggler,"Xác suất là 1 - C(18,3)/C(40,3) = 1 - 816/9880 ≈ 0.917. Đúng chưa thầy?",[S] Tuyệt vời! Kết quả $P \approx 0.917$ là hoàn toàn chính xác. Em đã nắm vững phương pháp dùng biến cố đối!,Session: SES_8129f4 | Flow: Struggler,4,3,S,S,1d4198a8f177bdacff4d8948ef571821d2a62eb327f01943843d940e9c0f3906,9.95,SES_8129f4
21/03/2026 12:02:00,HS_150,11A1,Quy tắc nhân xác suất,Struggler,"Làm sao để biết khi nào dùng cộng, khi nào dùng nhân ạ?","[G] Khi các hành động xảy ra độc lập và liên tiếp (A bắn VÀ B bắn) thì ta dùng quy tắc nhân. Nếu chia các kịch bản riêng biệt thì dùng quy tắc cộng. Ở bài này, 'đúng 1 người trúng' có những kịch bản nào?",Session: SES_93f261 | Flow: Struggler,4,4,G,G,0fe66738a41796525e9efefe7396cfcc12c60321aadff4d9ed939e5d1b1f5f96,9.23,SES_93f261
21/03/2026 12:14:00,HS_150,11A1,Quy tắc nhân xác suất,Struggler,"Làm sao để biết khi nào dùng cộng, khi nào dùng nhân ạ?","[G] Khi các hành động xảy ra độc lập và liên tiếp (A bắn VÀ B bắn) thì ta dùng quy tắc nhân. Nếu chia các kịch bản riêng biệt thì dùng quy tắc cộng. Ở bài này, 'đúng 1 người trúng' có những kịch bản nào?",Session: SES_93f261 | Flow: Struggler,3,5,G,G,0fe66738a41796525e9efefe7396cfcc12c60321aadff4d9ed939e5d1b1f5f96,6.66,SES_93f261
21/03/2026 12:23:00,HS_150,11A1,Quy tắc nhân xác suất,Struggler,"Có 2 kịch bản: (A trúng, B trượt) và (A trượt, B trúng). Phải không thầy?",[P] Đúng rồi! Em tính xác suất cho từng kịch bản đó đi. Nhớ rằng $P(	ext{trượt}) = 1 - P(	ext{trúng})$.,Session: SES_93f261 | Flow: Struggler,4,4,P,P,0fe66738a41796525e9efefe7396cfcc12c60321aadff4d9ed939e5d1b1f5f96,6.0,SES_93f261
21/03/2026 12:31:00,HS_150,11A1,Quy tắc nhân xác suất,Struggler,Kịch bản 1: 0.8 * 0.3 = 0.24. Kịch bản 2: 0.2 * 0.7 = 0.14.,[P] Chính xác. Bây giờ kết hợp hai kịch bản này lại thế nào?,Session: SES_93f261 | Flow: Struggler,4,5,P,P,0fe66738a41796525e9efefe7396cfcc12c60321aadff4d9ed939e5d1b1f5f96,6.2,SES_93f261
21/03/2026 12:40:00,HS_150,11A1,Quy tắc nhân xác suất,Struggler,"Làm sao để biết khi nào dùng cộng, khi nào dùng nhân ạ?","[G] Khi các hành động xảy ra độc lập và liên tiếp (A bắn VÀ B bắn) thì ta dùng quy tắc nhân. Nếu chia các kịch bản riêng biệt thì dùng quy tắc cộng. Ở bài này, 'đúng 1 người trúng' có những kịch bản nào?",Session: SES_93f261 | Flow: Struggler,4,4,G,G,0fe66738a41796525e9efefe7396cfcc12c60321aadff4d9ed939e5d1b1f5f96,7.79,SES_93f261
21/03/2026 12:50:00,HS_150,11A1,Quy tắc nhân xác suất,Struggler,Kịch bản 1: 0.8 * 0.3 = 0.24. Kịch bản 2: 0.2 * 0.7 = 0.14.,[P] Chính xác. Bây giờ kết hợp hai kịch bản này lại thế nào?,Session: SES_93f261 | Flow: Struggler,3,4,P,P,0fe66738a41796525e9efefe7396cfcc12c60321aadff4d9ed939e5d1b1f5f96,6.78,SES_93f261
21/03/2026 12:59:00,HS_150,11A1,Quy tắc nhân xác suất,Struggler,Em cộng lại ra 0.38. Đúng chưa thầy?,[S] Rất giỏi! Xác suất đúng 1 người trúng là $0.24 + 0.14 = 0.38$. Em đã áp dụng đúng cả quy tắc nhân và quy tắc cộng.,Session: SES_93f261 | Flow: Struggler,4,4,S,S,0fe66738a41796525e9efefe7396cfcc12c60321aadff4d9ed939e5d1b1f5f96,7.61,SES_93f261
25/03/2026 09:06:00,HS_130,11A2,Tổ hợp - Chỉnh hợp,Struggler,Em nên dùng tổ hợp hay chỉnh hợp cho bài này?,"[G] Bài này chọn 3 bạn mà không phân chia chức vụ cụ thể, vậy thứ tự có quan trọng không? Nếu không, em dùng $C$ hay $A$?",Session: SES_70909e | Flow: Struggler,3,2,G,G,f7bb1fe2e79dcab3bfd437f13dafd1516d81f86f5bc53ea6688fc134b30bef11,11.61,SES_70909e
25/03/2026 09:18:00,HS_130,11A2,Tổ hợp - Chỉnh hợp,Struggler,Quy tắc ít nhất làm thế nào thầy?,"[G] Với bài toán 'có ít nhất', ta thường dùng biến cố đối. Nếu không có ít nhất 1 nữ, thì 3 bạn được chọn phải như thế nào?",Session: SES_70909e | Flow: Struggler,4,1,G,G,f7bb1fe2e79dcab3bfd437f13dafd1516d81f86f5bc53ea6688fc134b30bef11,11.21,SES_70909e
25/03/2026 09:32:00,HS_130,11A2,Tổ hợp - Chỉnh hợp,Struggler,"Em tính được |Ω| = C(40,3) = 9880. Bước tiếp theo là gì?",[P] Đúng rồi. Bây giờ tính số cách chọn 3 bạn nam từ 18 bạn nam để làm biến cố đối $\bar{A}$. Bước này dùng công thức nào?,Session: SES_70909e | Flow: Struggler,3,3,P,P,f7bb1fe2e79dcab3bfd437f13dafd1516d81f86f5bc53ea6688fc134b30bef11,6.32,SES_70909e
25/03/2026 09:41:00,HS_130,11A2,Tổ hợp - Chỉnh hợp,Struggler,"Số cách chọn nam là C(18,3) phải không thầy?",[P] Chính xác! Em tính ra số cụ thể rồi lấy 1 trừ đi xác suất của $\bar{A}$ là ra kết quả.,Session: SES_70909e | Flow: Struggler,4,3,P,P,f7bb1fe2e79dcab3bfd437f13dafd1516d81f86f5bc53ea6688fc134b30bef11,9.55,SES_70909e
25/03/2026 09:52:00,HS_130,11A2,Tổ hợp - Chỉnh hợp,Struggler,Quy tắc ít nhất làm thế nào thầy?,"[G] Với bài toán 'có ít nhất', ta thường dùng biến cố đối. Nếu không có ít nhất 1 nữ, thì 3 bạn được chọn phải như thế nào?",Session: SES_70909e | Flow: Struggler,3,3,G,G,f7bb1fe2e79dcab3bfd437f13dafd1516d81f86f5bc53ea6688fc134b30bef11,8.83,SES_70909e
25/03/2026 10:02:00,HS_130,11A2,Tổ hợp - Chỉnh hợp,Struggler,"Số cách chọn nam là C(18,3) phải không thầy?",[P] Chính xác! Em tính ra số cụ thể rồi lấy 1 trừ đi xác suất của $\bar{A}$ là ra kết quả.,Session: SES_70909e | Flow: Struggler,3,3,P,P,f7bb1fe2e79dcab3bfd437f13dafd1516d81f86f5bc53ea6688fc134b30bef11,6.63,SES_70909e
25/03/2026 10:11:00,HS_130,11A2,Tổ hợp - Chỉnh hợp,Struggler,"Xác suất là 1 - C(18,3)/C(40,3) = 1 - 816/9880 ≈ 0.917. Đúng chưa thầy?",[S] Tuyệt vời! Kết quả $P \approx 0.917$ là hoàn toàn chính xác. Em đã nắm vững phương pháp dùng biến cố đối!,Session: SES_70909e | Flow: Struggler,4,1,S,S,f7bb1fe2e79dcab3bfd437f13dafd1516d81f86f5bc53ea6688fc134b30bef11,8.42,SES_70909e
