system,question,n_sessions,n_levels,direct_answer_leakage_rate,phase_valid_rate,gps_complete_rate,stall_rate,vai_mean,math_density_mean,student_reasoning_rate_mean,autonomy_process_score_mean
Cross-Model Phi-3,Gieo một đồng tiền cân đối và đồng chất bốn lần. Xác suất để cả bốn lần xuất hiện mặt sấp là?,2,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5
Cross-Model Phi-3,"Giải bóng chuyền VTV Cup gồm 9 đội bóng tham dự, trong đó có 6 đội nước ngoài và 3 đội của Việt Nam. Ban tổ chức cho bốc thăm ngẫu nhiên để chia thành 3 bảng  và mỗi bảng có 3đội. Tính xác suất để 3 đội bóng của Việt Nam ở 3 bảng khác nhau.",2,2,0.5,1.0,0.0,0.5,0.38092105263157894,0.75,0.6666666666666666,0.6368969298245614
Cross-Model Phi-3,"Gọi  là tập hợp các số tự nhiên có 3 chữ số đôi một khác nhau được lập thành từ các chữ số 1; 2; 3; 4; 6 . Chọn ngẫu nhiên một số từ , tính xác xuất để số được chọn chia hết cho 3 .",2,2,0.5,1.0,0.0,1.0,0.5441176470588236,1.0225806451612902,0.8365591397849462,0.7201691967109425
Cross-Model Phi-3,Gọi  là tập hợp các số tự nhiên có hai chữ số. Chọn ngẫu nhiên đồng thời hai số từ tập hợp . Tính xác suất để hai số được chọn có chữ số hàng đơn vị giống nhau.,1,1,1.0,1.0,0.0,0.0,0.2608695652173913,0.75,0.75,0.5027173913043479
Cross-Model Phi-3,"Gọi  là tập hợp các số tự nhiên gồm 9 chữ số khác nhau. Chọn ngẫu nhiên một số từ, tính xác suất để chọn được một số gồm 4 chữ số lẻ và chữ số  luôn đứng giữa hai chữ số lẻ (hai số hai bên chữ số  là số lẻ).",2,2,0.5,1.0,0.0,1.0,0.05161943319838057,0.2589285714285714,0.6607142857142857,0.5530834297281666
Cross-Model Phi-3,"Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.",2,2,0.5,1.0,0.5,0.5,0.015625,0.125,0.425,0.48515625
Cross-Model Phi-3,"Một hộp chứa 12 viên bi kích thước như nhau, trong đó có 5 viên bi màu xanh được đánh số từ 1 đến 5; có 4 viên bi màu đỏ được đánh số từ 1 đến 4 và 3 viên bi màu vàng được đánh số từ 1 đến 3. Lấy ngẫu nhiên 2 viên bi từ hộp, tính xác suất để 2 viên bi được lấy vừa khác màu vừa khác số. Không gian mẫu là số sách lấy tùy ý 2 viên từ hộp chứa 12 viên bi. Suy ra số phần tử của không gian mẫu là Gọi  là biến cố ” 2 viên bi được lấy vừa khác màu vừa khác số ” . ● Số cách lấy 2 viên bi gồm: 1 bi xanh và 1 bi đỏ là  cách (do số bi đỏ ít hơn nên ta lấy trước, có 4 cách lấy bi đỏ. Tiếp tục lấy bi xanh nhưng không lấy viên trùng với số của bi đỏ nên có 4 cách lấy bi xanh). ● Số cách lấy 2 viên bi gồm: 1 bi xanh và 1 bi vàng là  cách. ● Số cách lấy 2 viên bi gồm: 1 bi đỏ và 1 bi vàng là  cách. Suy ra số phần tử của biến cố  là",2,2,0.5,1.0,0.5,0.5,0.12757973733583491,0.8,0.85,0.6193949343339588
Cross-Model Phi-3,"Một hộp chứa 3 viên bi xanh, 5 viên bi đỏ và 6 viên bi vàng. Lấy ngẫu nhiên 6 viên bi từ hộp, tính xác suất để 6 viên bi được lấy ra có đủ cả ba màu.",2,2,1.0,1.0,0.0,1.0,0.10357142857142856,0.37222222222222223,0.6888888888888889,0.4481150793650793
Cross-Model Phi-3,"Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.",2,2,0.0,1.0,0.0,1.0,0.7481884057971014,1.8087896916705017,0.7554072710538426,0.875898919212736
Cross-Model Phi-3,"Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.",2,2,0.0,1.0,0.0,1.0,0.5147058823529411,0.3666666666666667,0.5166666666666666,0.7578431372549019
Cross-Model Phi-3,"Một hộp đựng 10 chiếc thẻ được đánh số từ  đến 9 . Lấy ngẫu nhiên ra 3 chiếc thẻ, tính xác suất để 3 chữ số trên 3 chiếc thẻ được lấy ra có thể ghép thành một số chia hết cho 5 .",2,2,0.0,1.0,0.0,1.0,0.2967032967032967,0.6428571428571429,0.7619047619047619,0.7646520146520146
Cross-Model Phi-3,"Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu. Không gian mẫu là lấy 2 quả cầu trong hộp một cách lần lượt ngẫu nhiên. Suy ra số phần tử của không gian mẫu là Gọi  biến cố ” 2 quả cầu được lấy cùng màu” . Ta có các trường hợp thuận lợi cho biến cố  như sau: ● TH1: Lần thứ nhất lấy quả màu trắng và lần thứ hai cũng màu trắng. Do đó trường hợp này có  cách. ● TH2: Lần thứ nhất lấy quả màu đen và lần thứ hai cũng màu đen. Do đó trường hợp này có  cách. Suy ra số phần tử của biến cố  là",2,2,0.5,1.0,0.0,0.0,0.5808823529411764,1.65,0.9666666666666667,0.7618872549019609
Cross-Model Phi-3,"Một đội gồm 5 nam và 8 nữ. Lập một nhóm gồm 4 người hát tốp ca, tính xác suất để trong 4 người được chọn có ít nhất 3 nữ.",2,2,1.0,1.0,0.0,1.0,0.05788497217068646,0.3333333333333333,0.4444444444444444,0.3755823541537827
Cross-Model Phi-3,"Trong giải cầu lông kỷ niệm ngày truyền thống học sinh sinh viên có 8 người tham gia trong đó có hai bạn Việt và Nam. Các vận động viên được chia làm hai bảng  và , mỗi bảng gồm 4 người. Giả sử việc chia bảng thực hiện bằng cách bốc thăm ngẫu nhiên, tính xác suất để cả 2 bạn Việt và Nam nằm chung 1 bảng đấu.",2,2,0.5,1.0,0.0,1.0,0.2012820512820513,0.4375,0.6875,0.5971955128205129
Cross-Model Phi-3,"Trong một hộp có 50 viên bi được đánh số từ 1 đến 50. Chọn ngẫu nhiên 3 viên bi trong hộp, tính xác suất để tổng ba số trên 3 viên bi được chọn là một số chia hết cho 3.",2,2,0.0,1.0,0.5,0.5,0.6981132075471699,0.7977272727272727,0.6181818181818182,0.829073756432247
GPS-Agent,"Cho tập hợp . Gọi  là tập hợp các số tự nhiên có 4 chữ số đôi một khác nhau được lập thành từ các chữ số của tập . Chọn ngẫu nhiên một số từ , tính xác suất để số được chọn mà trong mỗi số luôn luôn có mặt hai chữ số chẵn và hai chữ số lẻ.",4,4,0.0,0.25,0.25,0.0,0.5579061784897026,1.3654040404040404,0.7378787878787878,0.6364462415921226
GPS-Agent,"Cho tập hợp ; 1; 2; 3; 4; 5. Gọi  là tập hợp các số có 3 chữ số khác nhau được lập thành từ các chữ số của tập . Chọn ngẫu nhiên một số từ  ,tính xác suất để số được chọn có chữ số cuối gấp đôi chữ số đầu.",4,4,0.25,1.0,0.75,0.5,0.2657608695652174,1.238365800865801,0.6975108225108225,0.67831792301901
GPS-Agent,"Cho tập hợp ; 2; 3; 4; 5. Gọi  là tập hợp tất cả các số tự nhiên có ít nhất 3 chữ số, các chữ số đôi một khác nhau được lập thành từ các chữ số thuộc tập  . Chọn ngẫu nhiên một số từ , tính xác xuất để số được chọn có tổng các chữ số bằng 10 .",4,4,0.25,1.0,0.75,0.75,0.11914031463530907,0.4291125541125541,0.5999729437229437,0.6172783145895632
GPS-Agent,"Có 13 học sinh của một trường THPT đạt danh hiệu học sinh xuất sắc trongđó khối 12 có 8 học sinh nam và 3 học sinh nữ, khối 11 có 2 học sinh nam. Chọn ngẫu nhiên 3 học sinh bất kỳ để trao thưởng, tính xác suất để 3 học sinh được chọn có cả nam và nữ đồng thời có cả khối 11 và khối 12 .",4,4,0.0,0.5,0.25,0.25,0.29743867243867245,0.7613636363636362,0.6496212121212122,0.6117649711399712
GPS-Agent,"Có 20 tấm thẻ được đánh số từ 1 đến 20 . Chọn ngẫu nhiên ra 8 tấm thẻ, tính xác suất để có 3 tấm thẻ mang số lẻ, 5 tấm thẻ mang số chẵn trong đó chỉ có đúng 1 tấm thẻ mang số chia hết cho 10 .",4,4,0.0,1.0,0.75,0.75,0.45159402905504464,1.3710474308300395,0.7641516092603049,0.8039364095788375
GPS-Agent,"Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly.",4,4,0.0,0.75,0.75,0.5,0.4812781954887218,1.4002232142857143,0.7578125,0.7472726738721804
GPS-Agent,Gieo ba con súc sắc. Xác suất để số chấm xuất hiện trên ba con súc sắc như nhau là?,4,4,0.0,0.25,0.25,0.25,0.3126984126984127,0.5446428571428571,0.6160714285714286,0.5446924603174603
GPS-Agent,Gieo một con súc sắc hai lần. Xác suất để ít nhất một lần xuất hiện mặt sáu chấm là?,4,4,0.0,1.0,0.75,0.75,0.23183612133139386,0.715990990990991,0.9333333333333333,0.7912923636661817
GPS-Agent,"Gieo một con xúc xắc cân đối đồng chất 2 lần, tính xác suất để biến cố có tích 2 lần số chấm khi gieo xúc xắc là một số chẵn.",4,4,0.0,0.5,0.5,0.25,0.1340277777777778,0.3055555555555556,0.7291666666666666,0.5907986111111111
GPS-Agent,Gieo một con xúc xắc cân đối đồng chất 2 lần. Tính xác suất để biến cố có tổng hai mặt bằng 8.,4,4,0.0,0.5,0.5,0.25,0.3865301365301365,0.6416666666666666,0.7305555555555555,0.654271423021423
GPS-Agent,Gieo một đồng tiền cân đối và đồng chất bốn lần. Xác suất để cả bốn lần xuất hiện mặt sấp là?,4,4,0.0,1.0,1.0,1.0,0.23602941176470588,0.8273809523809523,0.7103174603174603,0.7365867180205417
GPS-Agent,"Giải bóng chuyền VTV Cup gồm 9 đội bóng tham dự, trong đó có 6 đội nước ngoài và 3 đội của Việt Nam. Ban tổ chức cho bốc thăm ngẫu nhiên để chia thành 3 bảng  và mỗi bảng có 3đội. Tính xác suất để 3 đội bóng của Việt Nam ở 3 bảng khác nhau.",4,4,0.0,1.0,1.0,0.5,0.32372300664451825,1.3892857142857142,0.8976190476190476,0.8053355135658914
GPS-Agent,"Gọi  là tập hợp các số tự nhiên có 3 chữ số đôi một khác nhau được lập thành từ các chữ số 1; 2; 3; 4; 6 . Chọn ngẫu nhiên một số từ , tính xác xuất để số được chọn chia hết cho 3 .",4,4,0.25,0.75,0.5,0.5,0.45129248146489526,1.7136363636363636,0.4946969696969697,0.6114973627904663
GPS-Agent,Gọi  là tập hợp các số tự nhiên có hai chữ số. Chọn ngẫu nhiên đồng thời hai số từ tập hợp . Tính xác suất để hai số được chọn có chữ số hàng đơn vị giống nhau.,4,4,0.0,0.5,0.25,0.25,0.5217391304347826,0.8536931818181819,0.852114898989899,0.7184635073561705
GPS-Agent,"Gọi  là tập hợp các số tự nhiên gồm 9 chữ số khác nhau. Chọn ngẫu nhiên một số từ, tính xác suất để chọn được một số gồm 4 chữ số lẻ và chữ số  luôn đứng giữa hai chữ số lẻ (hai số hai bên chữ số  là số lẻ).",4,4,0.0,1.0,1.0,0.5,0.14902527429467086,0.8964285714285716,0.7452380952380953,0.7235658423831915
GPS-Agent,"Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.",4,4,0.75,1.0,0.25,1.0,0.2801016138181118,2.261072261072261,0.8655788655788657,0.5989201198492443
GPS-Agent,"Một hộp chứa 12 viên bi kích thước như nhau, trong đó có 5 viên bi màu xanh được đánh số từ 1 đến 5; có 4 viên bi màu đỏ được đánh số từ 1 đến 4 và 3 viên bi màu vàng được đánh số từ 1 đến 3. Lấy ngẫu nhiên 2 viên bi từ hộp, tính xác suất để 2 viên bi được lấy vừa khác màu vừa khác số. Không gian mẫu là số sách lấy tùy ý 2 viên từ hộp chứa 12 viên bi. Suy ra số phần tử của không gian mẫu là Gọi  là biến cố ” 2 viên bi được lấy vừa khác màu vừa khác số ” . ● Số cách lấy 2 viên bi gồm: 1 bi xanh và 1 bi đỏ là  cách (do số bi đỏ ít hơn nên ta lấy trước, có 4 cách lấy bi đỏ. Tiếp tục lấy bi xanh nhưng không lấy viên trùng với số của bi đỏ nên có 4 cách lấy bi xanh). ● Số cách lấy 2 viên bi gồm: 1 bi xanh và 1 bi vàng là  cách. ● Số cách lấy 2 viên bi gồm: 1 bi đỏ và 1 bi vàng là  cách. Suy ra số phần tử của biến cố  là",4,4,0.0,0.5,0.5,0.0,0.15029723323086042,0.7777777777777778,0.9236111111111112,0.6434770860854928
GPS-Agent,"Một hộp chứa 3 viên bi xanh, 5 viên bi đỏ và 6 viên bi vàng. Lấy ngẫu nhiên 6 viên bi từ hộp, tính xác suất để 6 viên bi được lấy ra có đủ cả ba màu.",4,4,0.25,1.0,0.75,0.25,0.21563631503487157,2.5049242424242424,0.9090909090909091,0.7186818060314452
GPS-Agent,"Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.",4,4,0.0,0.75,0.75,0.25,0.1831514154704944,1.2291666666666665,0.8541666666666666,0.6968295205342903
GPS-Agent,"Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.",4,4,0.25,0.75,0.5,0.75,0.19557511140172432,0.8762626262626263,0.7748917748917749,0.6176167215733748
GPS-Agent,"Một hộp đựng 10 chiếc thẻ được đánh số từ  đến 9 . Lấy ngẫu nhiên ra 3 chiếc thẻ, tính xác suất để 3 chữ số trên 3 chiếc thẻ được lấy ra có thể ghép thành một số chia hết cho 5 .",4,4,0.0,0.5,0.5,0.25,0.5224423963133641,1.5982142857142856,0.7813311688311688,0.7009433912861333
GPS-Agent,"Một hộp đựng 8 quả cầu trắng, 12 quả cầu đen. Lần thứ nhất lấy ngẫu nhiên 1 quả cầu trong hộp, lần thứ hai lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Tính xác suất để kết quả của hai lần lấy được 2 quả cầu cùng màu. Không gian mẫu là lấy 2 quả cầu trong hộp một cách lần lượt ngẫu nhiên. Suy ra số phần tử của không gian mẫu là Gọi  biến cố ” 2 quả cầu được lấy cùng màu” . Ta có các trường hợp thuận lợi cho biến cố  như sau: ● TH1: Lần thứ nhất lấy quả màu trắng và lần thứ hai cũng màu trắng. Do đó trường hợp này có  cách. ● TH2: Lần thứ nhất lấy quả màu đen và lần thứ hai cũng màu đen. Do đó trường hợp này có  cách. Suy ra số phần tử của biến cố  là",4,4,0.0,0.75,0.75,0.0,0.4592207792207792,0.9107142857142857,0.8782051282051283,0.7718564768564768
GPS-Agent,"Một đội gồm 5 nam và 8 nữ. Lập một nhóm gồm 4 người hát tốp ca, tính xác suất để trong 4 người được chọn có ít nhất 3 nữ.",4,4,0.25,1.0,0.75,0.25,0.4363736837874769,1.5857683982683983,0.9090909090909091,0.7738661482195965
GPS-Agent,"Trong giải cầu lông kỷ niệm ngày truyền thống học sinh sinh viên có 8 người tham gia trong đó có hai bạn Việt và Nam. Các vận động viên được chia làm hai bảng  và , mỗi bảng gồm 4 người. Giả sử việc chia bảng thực hiện bằng cách bốc thăm ngẫu nhiên, tính xác suất để cả 2 bạn Việt và Nam nằm chung 1 bảng đấu.",4,4,0.0,1.0,1.0,0.25,0.14611736501980405,0.7291666666666666,0.8263888888888888,0.7431265634771732
GPS-Agent,"Trong một hộp có 50 viên bi được đánh số từ 1 đến 50. Chọn ngẫu nhiên 3 viên bi trong hộp, tính xác suất để tổng ba số trên 3 viên bi được chọn là một số chia hết cho 3.",4,4,0.0,0.5,0.5,0.25,0.6303376906318082,1.2049482775289226,0.6363152976056202,0.6916632470593571
Single-Agent,"Cho tập hợp . Gọi  là tập hợp các số tự nhiên có 4 chữ số đôi một khác nhau được lập thành từ các chữ số của tập . Chọn ngẫu nhiên một số từ , tính xác suất để số được chọn mà trong mỗi số luôn luôn có mặt hai chữ số chẵn và hai chữ số lẻ.",4,4,0.0,0.0,0.0,0.0,0.5708333333333333,0.75,0.59375,0.5411458333333333
Single-Agent,"Cho tập hợp ; 1; 2; 3; 4; 5. Gọi  là tập hợp các số có 3 chữ số khác nhau được lập thành từ các chữ số của tập . Chọn ngẫu nhiên một số từ  ,tính xác suất để số được chọn có chữ số cuối gấp đôi chữ số đầu.",4,4,0.75,0.0,0.0,0.0,0.453125,1.7410714285714286,0.8660714285714286,0.39229910714285715
Single-Agent,"Cho tập hợp ; 2; 3; 4; 5. Gọi  là tập hợp tất cả các số tự nhiên có ít nhất 3 chữ số, các chữ số đôi một khác nhau được lập thành từ các chữ số thuộc tập  . Chọn ngẫu nhiên một số từ , tính xác xuất để số được chọn có tổng các chữ số bằng 10 .",4,4,0.25,0.0,0.0,0.0,0.40634606938954765,0.84375,0.75,0.4765865173473869
Single-Agent,"Có 13 học sinh của một trường THPT đạt danh hiệu học sinh xuất sắc trongđó khối 12 có 8 học sinh nam và 3 học sinh nữ, khối 11 có 2 học sinh nam. Chọn ngẫu nhiên 3 học sinh bất kỳ để trao thưởng, tính xác suất để 3 học sinh được chọn có cả nam và nữ đồng thời có cả khối 11 và khối 12 .",4,4,0.75,0.0,0.0,0.0,0.28553503787878787,0.875,0.84375,0.344821259469697
Single-Agent,"Có 20 tấm thẻ được đánh số từ 1 đến 20 . Chọn ngẫu nhiên ra 8 tấm thẻ, tính xác suất để có 3 tấm thẻ mang số lẻ, 5 tấm thẻ mang số chẵn trong đó chỉ có đúng 1 tấm thẻ mang số chia hết cho 10 .",4,4,1.0,0.0,0.0,0.0,0.14421044815781658,1.7827380952380953,0.7142857142857143,0.2146240406108827
Single-Agent,"Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly.",4,4,0.5,0.0,0.0,0.0,0.17637207425343016,1.40625,0.9330357142857143,0.40235194713478606
Single-Agent,Gieo ba con súc sắc. Xác suất để số chấm xuất hiện trên ba con súc sắc như nhau là?,4,4,0.75,0.0,0.0,0.0,0.32725439882697943,0.625,0.75,0.33181359970674484
Single-Agent,Gieo một con súc sắc hai lần. Xác suất để ít nhất một lần xuất hiện mặt sáu chấm là?,4,4,0.25,0.0,0.0,0.0,0.45093795093795097,0.9125000000000001,0.675,0.46898448773448775
Single-Agent,"Gieo một con xúc xắc cân đối đồng chất 2 lần, tính xác suất để biến cố có tích 2 lần số chấm khi gieo xúc xắc là một số chẵn.",4,4,0.25,0.0,0.0,0.0,0.41287878787878785,0.40625,0.78125,0.48603219696969696
Single-Agent,Gieo một con xúc xắc cân đối đồng chất 2 lần. Tính xác suất để biến cố có tổng hai mặt bằng 8.,4,4,0.5,0.0,0.0,0.0,0.6264097744360902,2.34375,0.84375,0.49253994360902253
Single-Agent,Gieo một đồng tiền cân đối và đồng chất bốn lần. Xác suất để cả bốn lần xuất hiện mặt sấp là?,4,4,0.75,0.0,0.0,0.0,0.31194790589686383,0.875,0.78125,0.33579947647421593
Single-Agent,"Giải bóng chuyền VTV Cup gồm 9 đội bóng tham dự, trong đó có 6 đội nước ngoài và 3 đội của Việt Nam. Ban tổ chức cho bốc thăm ngẫu nhiên để chia thành 3 bảng  và mỗi bảng có 3đội. Tính xác suất để 3 đội bóng của Việt Nam ở 3 bảng khác nhau.",4,4,0.5,0.0,0.0,0.0,0.4918154761904762,0.7633928571428572,0.6726190476190477,0.41610863095238093
Single-Agent,"Gọi  là tập hợp các số tự nhiên có 3 chữ số đôi một khác nhau được lập thành từ các chữ số 1; 2; 3; 4; 6 . Chọn ngẫu nhiên một số từ , tính xác xuất để số được chọn chia hết cho 3 .",4,4,0.0,0.0,0.0,0.0,0.425,0.28125,0.65625,0.5203125
Single-Agent,Gọi  là tập hợp các số tự nhiên có hai chữ số. Chọn ngẫu nhiên đồng thời hai số từ tập hợp . Tính xác suất để hai số được chọn có chữ số hàng đơn vị giống nhau.,4,4,0.5,0.0,0.0,0.0,0.41815476190476186,1.0729166666666665,0.6666666666666666,0.39620535714285715
Single-Agent,"Gọi  là tập hợp các số tự nhiên gồm 9 chữ số khác nhau. Chọn ngẫu nhiên một số từ, tính xác suất để chọn được một số gồm 4 chữ số lẻ và chữ số  luôn đứng giữa hai chữ số lẻ (hai số hai bên chữ số  là số lẻ).",4,4,0.25,0.0,0.0,0.0,0.19718548254732465,0.78125,0.71875,0.4164838706368312
Single-Agent,"Một chiếc hộp đựng 7 viên bi màu xanh, 6 viên bi màu đen, 5 viên bi màu đỏ, 4 viên bi màu trắng. Chọn ngẫu nhiên ra 4 viên bi, tính xác suất để lấy được ít nhất 2 viên bi cùng màu.",4,4,0.75,0.0,0.0,0.0,0.19304625169351194,1.40625,0.65625,0.274824062923378
Single-Agent,"Một hộp chứa 12 viên bi kích thước như nhau, trong đó có 5 viên bi màu xanh được đánh số từ 1 đến 5; có 4 viên bi màu đỏ được đánh số từ 1 đến 4 và 3 viên bi màu vàng được đánh số từ 1 đến 3. Lấy ngẫu nhiên 2 viên bi từ hộp, tính xác suất để 2 viên bi được lấy vừa khác màu vừa khác số. Không gian mẫu là số sách lấy tùy ý 2 viên từ hộp chứa 12 viên bi. Suy ra số phần tử của không gian mẫu là Gọi  là biến cố ” 2 viên bi được lấy vừa khác màu vừa khác số ” . ● Số cách lấy 2 viên bi gồm: 1 bi xanh và 1 bi đỏ là  cách (do số bi đỏ ít hơn nên ta lấy trước, có 4 cách lấy bi đỏ. Tiếp tục lấy bi xanh nhưng không lấy viên trùng với số của bi đỏ nên có 4 cách lấy bi xanh). ● Số cách lấy 2 viên bi gồm: 1 bi xanh và 1 bi vàng là  cách. ● Số cách lấy 2 viên bi gồm: 1 bi đỏ và 1 bi vàng là  cách. Suy ra số phần tử của biến cố  là",4,4,0.5,0.0,0.0,0.0,0.2718253968253968,0.71875,0.75,0.3804563492063492
Single-Agent,"Một hộp chứa 3 viên bi xanh, 5 viên bi đỏ và 6 viên bi vàng. Lấy ngẫu nhiên 6 viên bi từ hộp, tính xác suất để 6 viên bi được lấy ra có đủ cả ba màu.",4,4,1.0,0.0,0.0,0.0,0.15979047124023427,0.8660714285714286,0.7455357142857143,0.22633154638148714
Single-Agent,"Một hộp có 5 viên bi xanh, 6 viên bi đỏ và 7 viên bi vàng. Chọn ngẫu nhiên 5 viên bi trong hộp, tính xác suất để 5 viên bi được chọn có đủ màu và số bi đỏ bằng số bi vàng.",4,4,0.25,0.0,0.0,0.0,0.18377171215880891,0.4375,0.875,0.45219292803970224
Single-Agent,"Một hộp có 5 viên bi đỏ, 3 viên bi vàng và 4 viên bi xanh. Chọn ngẫu nhiên từ hộp 4 viên bị, tính xác suất để 4 viên bi được chọn có số bi đỏ lớn hơn số bi vàng và nhất thiết phải có mặt bi xanh.",4,4,1.0,0.0,0.0,0.0,0.259322903835099,1.28125,0.875,0.28358072595877476
